EventParticipation_Id,EventParticipation_Creator,EventId,EventParticipation_Bidder_UserName,EventParticipation_Bidder_UserId,EventParticipation_SupplierName,EventParticipation_SupplierId,EventParticipation_CommonSupplierName,EventParticipation_CommonSupplierId,EventParticipation_SupplierCity,EventParticipation_SupplierState,EventParticipation_SupplierCountry,EventParticipation_SupplierType,EventParticipation_Owner_UserName,EventParticipation_Owner_UserId,EventParticipation_AcceptedFlag,EventParticipation_DeclinedFlag,EventParticipation_IntendToRespondFlag,EventParticipation_DeclinedToRespondFlag,EventParticipation_ParticipatedFlag,EventParticipation_AwardedFlag,EventParticipation_BidsSubmitted,fraud
AAHMAN0V4fCK!,,Doc6972434,Auto Test Supplier 021,autoTestSupplier021,Auto Test Organization 021,ACM_18705,Auto Test Organization 021,ACM_18705,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fC8O,,Doc6972434,Edna Brown,ebrown,Indus Consulting Inc.,sid522,Indus Consulting Inc.,sid522,Williston,VT,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fCEP,,Doc6972434,Auto Test Supplier 016,autoTestSupplier016,Auto Test Organization 016,ACM_18695,Auto Test Organization 016,ACM_18695,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDx3,,Doc6972453,Andrew Border,aborder,LanSoft Technologies,sid508,LanSoft Technologies,sid508,Sunnyvale,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fCcO,,Doc6972434,Auto Test Supplier 033,autoTestSupplier033,Auto Test Organization 033,ACM_18729,Auto Test Organization 033,ACM_18729,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDy7,,Doc6972453,Dave Bradman,dbradman,LanSoft Technologies,sid508,LanSoft Technologies,sid508,Sunnyvale,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fCn!,,Doc6972434,Auto Test Supplier 043,autoTestSupplier043,Auto Test Organization 043,ACM_18749,Auto Test Organization 043,ACM_18749,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fCYl,,Doc6972434,Auto Test Supplier 029,autoTestSupplier029,Auto Test Organization 029,ACM_18721,Auto Test Organization 029,ACM_18721,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fC3Z,,Doc6972434,Kara Douglas,kdouglas,Globe Printing Inc.,sid511,Globe Printing Inc.,sid511,New York,NY,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fCV3,,Doc6972434,Auto Test Supplier 027,autoTestSupplier027,Auto Test Organization 027,ACM_18717,Auto Test Organization 027,ACM_18717,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fECB,,Doc6972453,Kim Rasmussen,krasmussen,DirectPaper Supplies Inc.,sid528,DirectPaper Supplies Inc.,sid528,London,,GB,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fCvs,,Doc6972434,Auto Test Supplier 049,autoTestSupplier049,Auto Test Organization 049,ACM_18761,Auto Test Organization 049,ACM_18761,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDIn,,Doc6972453,Dana Staley,dstaley,Computer Supplies Inc.,sid503,Computer Supplies Inc.,sid503,San Jose,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fCsE,,Doc6972434,Auto Test Supplier 046,autoTestSupplier046,Auto Test Organization 046,ACM_18755,Auto Test Organization 046,ACM_18755,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fCnF,,Doc6972434,Auto Test Supplier 042,autoTestSupplier042,Auto Test Organization 042,ACM_18747,Auto Test Organization 042,ACM_18747,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDK4,,Doc6972453,Sheryl Jones,sjones,Syntech Incorporated,sid507,Syntech Incorporated,sid507,Munich,,DE,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fCbT,,Doc6972434,Auto Test Supplier 032,autoTestSupplier032,Auto Test Organization 032,ACM_18727,Auto Test Organization 032,ACM_18727,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fD9p,,Doc6972453,Edna Brown,ebrown,Indus Consulting Inc.,sid522,Indus Consulting Inc.,sid522,Williston,VT,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fCac,,Doc6972434,Auto Test Supplier 031,autoTestSupplier031,Auto Test Organization 031,ACM_18725,Auto Test Organization 031,ACM_18725,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fC+M,,Doc6972434,Keefer Dev,kdev,LanSoft Technologies,sid508,LanSoft Technologies,sid508,Sunnyvale,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fEDo,,Doc6972453,kimiko Tokuyama,ktokuyama,"A. K. Consultants, Inc.",sid802,"A. K. Consultants, Inc.",sid802,Funabashi-shi,Chiba-ken,JP,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fCya,,Doc6972434,Chris Patric,Chris Patric,Master Electronics Inc,ACM_44108,Master Electronics Inc,ACM_44108,Bangalore,,IN,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fD1C,,Doc6972453,Keefer Dev,kdev,LanSoft Technologies,sid508,LanSoft Technologies,sid508,Sunnyvale,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fCDS,,Doc6972434,Auto Test Supplier 015,autoTestSupplier015,Auto Test Organization 015,ACM_18693,Auto Test Organization 015,ACM_18693,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDIK,,Doc6972453,Deanna Black,dblack,ServerTech Inc.,sid502,ServerTech Inc.,sid502,Palo Alto,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fCjM,,Doc6972434,Auto Test Supplier 039,autoTestSupplier039,Auto Test Organization 039,ACM_18741,Auto Test Organization 039,ACM_18741,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fC4L,,Doc6972434,Sheryl Jones,sjones,Syntech Incorporated,sid507,Syntech Incorporated,sid507,Munich,,DE,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fD6e,,Doc6972453,Cindy Coleman,ccoleman,Maximo Marketing Associates Inc.,sid512,Maximo Marketing Associates Inc.,sid512,Dallas,TX,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fCJL,,Doc6972434,Auto Test Supplier 020,autoTestSupplier020,Auto Test Organization 020,ACM_18703,Auto Test Organization 020,ACM_18703,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fD26,,Doc6972453,Shane Gavaskar,sgavaskar,LanSoft Technologies,sid508,LanSoft Technologies,sid508,Sunnyvale,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fCh9,,Doc6972434,Auto Test Supplier 038,autoTestSupplier038,Auto Test Organization 038,ACM_18739,Auto Test Organization 038,ACM_18739,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fEAX,,Doc6972453,Christine Ford,cford,BigBox Retail,sid525,BigBox Retail,sid525,Stamford,CT,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fCUg,,Doc6972434,Auto Test Supplier 026,autoTestSupplier026,Auto Test Organization 026,ACM_18715,Auto Test Organization 026,ACM_18715,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fCZa,,Doc6972434,Auto Test Supplier 030,autoTestSupplier030,Auto Test Organization 030,ACM_18723,Auto Test Organization 030,ACM_18723,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDHQ,,Doc6972453,Betty Hammon,bhammon,ServerTech Inc.,sid502,ServerTech Inc.,sid502,Palo Alto,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fCf1,,Doc6972434,Auto Test Supplier 036,autoTestSupplier036,Auto Test Organization 036,ACM_18735,Auto Test Organization 036,ACM_18735,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fC9i,,Doc6972434,Christine Ford,cford,BigBox Retail,sid525,BigBox Retail,sid525,Stamford,CT,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fCuZ,,Doc6972434,Auto Test Supplier 048,autoTestSupplier048,Auto Test Organization 048,ACM_18759,Auto Test Organization 048,ACM_18759,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fCzb,,Doc6972434,Samuel Patric,Samuel Patric,A2Z Electronics,ACM_44110,A2Z Electronics,ACM_44110,Bangalore,,IN,,Tom Aikman,taikman,True,False,True,False,True,True,1,0
AAHMAN0V4fDFc,,Doc6972453,Chris Patric,Chris Patric,Master Electronics Inc,ACM_44108,Master Electronics Inc,ACM_44108,Bangalore,,IN,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fChG,,Doc6972434,Auto Test Supplier 037,autoTestSupplier037,Auto Test Organization 037,ACM_18737,Auto Test Organization 037,ACM_18737,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fD8v,,Doc6972453,Becky Lennox,blennox,Druid Business Consulting Inc.,sid517,Druid Business Consulting Inc.,sid517,New York,NY,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fC28,,Doc6972434,Dana Staley,dstaley,Computer Supplies Inc.,sid503,Computer Supplies Inc.,sid503,San Jose,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fC2R,,Doc6972434,Sam Tendulkar,stendulkar,LanSoft Technologies,sid508,LanSoft Technologies,sid508,Sunnyvale,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fCxD,,Doc6972434,Tom Milton,Tom milton,A1 Suppliers Inc.,ACM_44106,A1 Suppliers Inc.,ACM_44106,Bangalore,,IN,,Tom Aikman,taikman,True,False,True,False,True,False,1,0
AAHMAN0V4fCNt,,Doc6972434,Auto Test Supplier 023,autoTestSupplier023,Auto Test Organization 023,ACM_18709,Auto Test Organization 023,ACM_18709,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fD7n,,Doc6972453,Julie Hicks,jhicks,Print Products Inc.,sid513,Print Products Inc.,sid513,Washington,DC,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fCB7,,Doc6972434,Auto Test Supplier 014,autoTestSupplier014,Auto Test Organization 014,ACM_18691,Auto Test Organization 014,ACM_18691,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fC4P,,Doc6972434,Cindy Coleman,ccoleman,Maximo Marketing Associates Inc.,sid512,Maximo Marketing Associates Inc.,sid512,Dallas,TX,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fCP7,,Doc6972434,Auto Test Supplier 024,autoTestSupplier024,Auto Test Organization 024,ACM_18711,Auto Test Organization 024,ACM_18711,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fCk0,,Doc6972434,Auto Test Supplier 040,autoTestSupplier040,Auto Test Organization 040,ACM_18743,Auto Test Organization 040,ACM_18743,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fD5k,,Doc6972453,Kara Douglas,kdouglas,Globe Printing Inc.,sid511,Globe Printing Inc.,sid511,New York,NY,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fCTJ,,Doc6972434,Auto Test Supplier 025,autoTestSupplier025,Auto Test Organization 025,ACM_18713,Auto Test Organization 025,ACM_18713,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fD4N,,Doc6972453,Sam Tendulkar,stendulkar,LanSoft Technologies,sid508,LanSoft Technologies,sid508,Sunnyvale,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fCmH,,Doc6972434,Auto Test Supplier 041,autoTestSupplier041,Auto Test Organization 041,ACM_18745,Auto Test Organization 041,ACM_18745,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fC5e,,Doc6972434,Andrew Border,aborder,LanSoft Technologies,sid508,LanSoft Technologies,sid508,Sunnyvale,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDA6,,Doc6972434,kimiko Tokuyama,ktokuyama,"A. K. Consultants, Inc.",sid802,"A. K. Consultants, Inc.",sid802,Funabashi-shi,Chiba-ken,JP,,Tom Aikman,taikman,True,False,True,False,True,False,1,0
AAHMAN0V4fCMm,,Doc6972434,Auto Test Supplier 022,autoTestSupplier022,Auto Test Organization 022,ACM_18707,Auto Test Organization 022,ACM_18707,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDEi,,Doc6972453,Tom Milton,Tom milton,A1 Suppliers Inc.,ACM_44106,A1 Suppliers Inc.,ACM_44106,Bangalore,,IN,,Tom Aikman,taikman,True,False,True,False,True,True,2,0
AAHMAN0V4fCID,,Doc6972434,Auto Test Supplier 019,autoTestSupplier019,Auto Test Organization 019,ACM_18701,Auto Test Organization 019,ACM_18701,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fCee,,Doc6972434,Auto Test Supplier 035,autoTestSupplier035,Auto Test Organization 035,ACM_18733,Auto Test Organization 035,ACM_18733,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fC+p,,Doc6972453,Auto Test Supplier 045,autoTestSupplier045,Auto Test Organization 045,ACM_18753,Auto Test Organization 045,ACM_18753,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fC+t,,Doc6972434,Mary Snow,msnow,LanSoft Technologies,sid508,LanSoft Technologies,sid508,Sunnyvale,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDLy,,Doc6972453,Auto Test Supplier 012,autoTestSupplier012,Auto Test Organization 012,ACM_18687,Auto Test Organization 012,ACM_18687,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fCBB,,Doc6972434,Auto Test Supplier 013,autoTestSupplier013,Auto Test Organization 013,ACM_18689,Auto Test Organization 013,ACM_18689,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDTf,,Doc6972453,Auto Test Supplier 024,autoTestSupplier024,Auto Test Organization 024,ACM_18711,Auto Test Organization 024,ACM_18711,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDAA,,Doc6972434,Shane Gavaskar,sgavaskar,LanSoft Technologies,sid508,LanSoft Technologies,sid508,Sunnyvale,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fCqt,,Doc6972434,Auto Test Supplier 045,autoTestSupplier045,Auto Test Organization 045,ACM_18753,Auto Test Organization 045,ACM_18753,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDMP,,Doc6972453,Auto Test Supplier 013,autoTestSupplier013,Auto Test Organization 013,ACM_18689,Auto Test Organization 013,ACM_18689,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fC1l,,Doc6972434,Deanna Black,dblack,ServerTech Inc.,sid502,ServerTech Inc.,sid502,Palo Alto,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fCt2,,Doc6972434,Auto Test Supplier 047,autoTestSupplier047,Auto Test Organization 047,ACM_18757,Auto Test Organization 047,ACM_18757,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fCpW,,Doc6972434,Auto Test Supplier 044,autoTestSupplier044,Auto Test Organization 044,ACM_18751,Auto Test Organization 044,ACM_18751,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fCGA,,Doc6972434,Auto Test Supplier 017,autoTestSupplier017,Auto Test Organization 017,ACM_18697,Auto Test Organization 017,ACM_18697,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fC8F,,Doc6972434,Irving Botham,ibotham,LanSoft Technologies,sid508,LanSoft Technologies,sid508,Sunnyvale,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fCG6,,Doc6972434,Auto Test Supplier 018,autoTestSupplier018,Auto Test Organization 018,ACM_18699,Auto Test Organization 018,ACM_18699,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDRr,,Doc6972453,Auto Test Supplier 022,autoTestSupplier022,Auto Test Organization 022,ACM_18707,Auto Test Organization 022,ACM_18707,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDbG,,Doc6972453,Auto Test Supplier 030,autoTestSupplier030,Auto Test Organization 030,ACM_18723,Auto Test Organization 030,ACM_18723,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDDo,,Doc6972453,Auto Test Supplier 003,autoTestSupplier003,Auto Test Organization 003,ACM_18669,Auto Test Organization 003,ACM_18669,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDF5,,Doc6972453,Auto Test Supplier 006,autoTestSupplier006,Auto Test Organization 006,ACM_18675,Auto Test Organization 006,ACM_18675,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDj3,,Doc6972453,Auto Test Supplier 039,autoTestSupplier039,Auto Test Organization 039,ACM_18741,Auto Test Organization 039,ACM_18741,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fC9S,,Doc6972453,Auto Test Supplier 044,autoTestSupplier044,Auto Test Organization 044,ACM_18751,Auto Test Organization 044,ACM_18751,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDdS,,Doc6972453,Auto Test Supplier 032,autoTestSupplier032,Auto Test Organization 032,ACM_18727,Auto Test Organization 032,ACM_18727,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDZ2,,Doc6972453,Auto Test Supplier 029,autoTestSupplier029,Auto Test Organization 029,ACM_18721,Auto Test Organization 029,ACM_18721,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDi6,,Doc6972453,Auto Test Supplier 038,autoTestSupplier038,Auto Test Organization 038,ACM_18739,Auto Test Organization 038,ACM_18739,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDGz,,Doc6972453,Auto Test Supplier 007,autoTestSupplier007,Auto Test Organization 007,ACM_18677,Auto Test Organization 007,ACM_18677,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDeY,,Doc6972453,Auto Test Supplier 033,autoTestSupplier033,Auto Test Organization 033,ACM_18729,Auto Test Organization 033,ACM_18729,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDB0,,Doc6972453,Auto Test Supplier 001,autoTestSupplier001,Auto Test Organization 001,ACM_18665,Auto Test Organization 001,ACM_18665,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDEF,,Doc6972453,Auto Test Supplier 004,autoTestSupplier004,Auto Test Organization 004,ACM_18671,Auto Test Organization 004,ACM_18671,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDP3,,Doc6972453,Auto Test Supplier 020,autoTestSupplier020,Auto Test Organization 020,ACM_18703,Auto Test Organization 020,ACM_18703,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDXJ,,Doc6972453,Auto Test Supplier 027,autoTestSupplier027,Auto Test Organization 027,ACM_18717,Auto Test Organization 027,ACM_18717,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDDL,,Doc6972453,Auto Test Supplier 049,autoTestSupplier049,Auto Test Organization 049,ACM_18761,Auto Test Organization 049,ACM_18761,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDky,,Doc6972453,Auto Test Supplier 040,autoTestSupplier040,Auto Test Organization 040,ACM_18743,Auto Test Organization 040,ACM_18743,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDVx,,Doc6972453,Auto Test Supplier 026,autoTestSupplier026,Auto Test Organization 026,ACM_18715,Auto Test Organization 026,ACM_18715,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDgp,,Doc6972453,Auto Test Supplier 036,autoTestSupplier036,Auto Test Organization 036,ACM_18735,Auto Test Organization 036,ACM_18735,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDO9,,Doc6972453,Auto Test Supplier 018,autoTestSupplier018,Auto Test Organization 018,ACM_18699,Auto Test Organization 018,ACM_18699,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDCR,,Doc6972453,Auto Test Supplier 002,autoTestSupplier002,Auto Test Organization 002,ACM_18667,Auto Test Organization 002,ACM_18667,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDCu,,Doc6972453,Auto Test Supplier 048,autoTestSupplier048,Auto Test Organization 048,ACM_18759,Auto Test Organization 048,ACM_18759,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDKN,,Doc6972453,Auto Test Supplier 010,autoTestSupplier010,Auto Test Organization 010,ACM_18683,Auto Test Organization 010,ACM_18683,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDUa,,Doc6972453,Auto Test Supplier 025,autoTestSupplier025,Auto Test Organization 025,ACM_18713,Auto Test Organization 025,ACM_18713,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDhj,,Doc6972453,Auto Test Supplier 037,autoTestSupplier037,Auto Test Organization 037,ACM_18737,Auto Test Organization 037,ACM_18737,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDOD,,Doc6972453,Auto Test Supplier 017,autoTestSupplier017,Auto Test Organization 017,ACM_18697,Auto Test Organization 017,ACM_18697,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDLV,,Doc6972453,Auto Test Supplier 011,autoTestSupplier011,Auto Test Organization 011,ACM_18685,Auto Test Organization 011,ACM_18685,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDAP,,Doc6972453,Auto Test Supplier 046,autoTestSupplier046,Auto Test Organization 046,ACM_18755,Auto Test Organization 046,ACM_18755,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDY8,,Doc6972453,Auto Test Supplier 028,autoTestSupplier028,Auto Test Organization 028,ACM_18719,Auto Test Organization 028,ACM_18719,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fDPa,,Doc6972453,Auto Test Supplier 019,autoTestSupplier019,Auto Test Organization 019,ACM_18701,Auto Test Organization 019,ACM_18701,Santa Clara,CA,US,,Tom Aikman,taikman,False,False,True,False,False,False,0,0
AAHMAN0V4fIUr,,Doc975248,Auto Test Supplier 009,autoTestSupplier009,Auto Test Organization 009,ACM_18681,Auto Test Organization 009,ACM_18681,Santa Clara,CA,US,,,,False,False,True,False,False,False,0,0
AAHMAN0V4fIhM,,Doc975248,Auto Test Supplier 018,autoTestSupplier018,Auto Test Organization 018,ACM_18699,Auto Test Organization 018,ACM_18699,Santa Clara,CA,US,,,,False,False,True,False,False,False,0,0
AAHMAN0V4fIM8,,Doc975248,Auto Test Supplier 004,autoTestSupplier004,Auto Test Organization 004,ACM_18671,Auto Test Organization 004,ACM_18671,Santa Clara,CA,US,,,,False,False,True,False,False,False,0,0
AAHMAN0V4fIaH,,Doc975248,Auto Test Supplier 013,autoTestSupplier013,Auto Test Organization 013,ACM_18689,Auto Test Organization 013,ACM_18689,Santa Clara,CA,US,,,,False,False,True,False,False,False,0,0
AAHMAN0V4fIV0,,Doc975248,Auto Test Supplier 010,autoTestSupplier010,Auto Test Organization 010,ACM_18683,Auto Test Organization 010,ACM_18683,Santa Clara,CA,US,,,,False,False,True,False,False,False,0,0
AAHMAN0V4fIP7,,Doc975248,Auto Test Supplier 005,autoTestSupplier005,Auto Test Organization 005,ACM_18673,Auto Test Organization 005,ACM_18673,Santa Clara,CA,US,,,,False,False,True,False,False,False,0,0
AAHMAN0V4fIHy,,Doc975248,Auto Test Supplier 001,autoTestSupplier001,Auto Test Organization 001,ACM_18665,Auto Test Organization 001,ACM_18665,Santa Clara,CA,US,,,,False,False,True,False,False,False,0,0
AAHMAN0V4fIKM,,Doc975248,Auto Test Supplier 002,autoTestSupplier002,Auto Test Organization 002,ACM_18667,Auto Test Organization 002,ACM_18667,Santa Clara,CA,US,,,,False,False,True,False,False,False,0,0
AAHMAN0V4fISa,,Doc975248,Auto Test Supplier 007,autoTestSupplier007,Auto Test Organization 007,ACM_18677,Auto Test Organization 007,ACM_18677,Santa Clara,CA,US,,,,False,False,True,False,False,False,0,0
AAHMAN0V4fITz,,Doc975248,Auto Test Supplier 008,autoTestSupplier008,Auto Test Organization 008,ACM_18679,Auto Test Organization 008,ACM_18679,Santa Clara,CA,US,,,,False,False,True,False,False,False,0,0
AAHMAN0V4fIdv,,Doc975248,Auto Test Supplier 016,autoTestSupplier016,Auto Test Organization 016,ACM_18695,Auto Test Organization 016,ACM_18695,Santa Clara,CA,US,,,,False,False,True,False,False,False,0,0
AAHMAN0V4fIfV,,Doc975248,Auto Test Supplier 017,autoTestSupplier017,Auto Test Organization 017,ACM_18697,Auto Test Organization 017,ACM_18697,Santa Clara,CA,US,,,,False,False,True,False,False,False,0,0
AAHMAN0V4fILf,,Doc975248,Auto Test Supplier 003,autoTestSupplier003,Auto Test Organization 003,ACM_18669,Auto Test Organization 003,ACM_18669,Santa Clara,CA,US,,,,False,False,True,False,False,False,0,0
